Obrera,19.41329178439505,-99.14404768870916,Linea 8
La Viga,19.40702007683697,-99.12628186402827,Linea 8
Coyuya,19.398216914132938,-99.11344962493486,Linea 8
Iztacalco,19.38878086853722,-99.11220361850222,Linea 8
Apatlaco,19.37909803961788,-99.1093986853578,Linea 8
Aculco,19.373189556253994,-99.10768680982147,Linea 8
Escuadron 201,19.364659543108225,-99.10924422844384,Linea 8
Atlalilco,19.352838791702506,-99.10603012888087,Linea 8,Linea 12
Iztapalapa,19.357989865313517,-99.09331967559157,Linea 8
Cerro de la Estrella,19.35632156372361,-99.08565185729246,Linea 8
UAM-I,19.351107332734955,-99.07488232263982,Linea 8
Constitucion de 1917,19.346029650006667,-99.06392840322633,Linea 8
Patriotismo,19.406124959929233,-99.1788997109541,Linea 9
Chilpancingo,19.406183497203898,-99.16855225325247,Linea 9
Lazaro Cardenas,19.407478597267154,-99.14462314337429,Linea 9
Mixiuhca,19.408508166610346,-99.1132624256595,Linea 9
Velodromo,19.408611788279796,-99.10314463115924,Linea 9
Ciudad Deportiva,19.408509908651506,-99.09127429815514,Linea 9
Puebla,19.40731135710962,-99.08249313902125,Linea 9
Insurgentes Sur,19.373602922805954,-99.1787010144462,Linea 12
Hospital 20 de Noviembre,19.371991229832023,-99.17121254829313,Linea 12
Parque de los Venados,19.370691395101545,-99.15872253565198,Linea 12
Eje Central,19.361420632981712,-99.15142596295186,Linea 12
Mexicaltzingo,19.357820961293466,-99.12313954223343,Linea 12
Culhuacan,19.33696817632153,-99.10892878263297,Linea 12
San Andres Tomatlan,19.328187753652088,-99.10448144588747,Linea 12
Lomas Estrella,19.322219611429414,-99.09583104832728,Linea 12
Calle 11,19.320532940316703,-99.0858923003103,Linea 12
Periferico Oriente,19.317680172231864,-99.07451140407005,Linea 12
Tezonco,19.306318851043958,-99.06526631073368,Linea 12
Olivos,19.304401768036037,-99.05950470278651,Linea 12
Nopalera,19.30005847277259,-99.04597571107654,Linea 12
Zapotitlan,19.29675936975772,-99.03431090595384,Linea 12
Tlaltenco,19.29434240444599,-99.02401776235148,Linea 12
Tlahuac,19.285983091410266,-99.01421717391209,Linea 12
Agricola Oriental,19.404662334461317,-99.06959697579799,Linea A
Canal de San Juan,19.39881030905575,-99.05941922785429,Linea A
Tepalcates,19.391331921434233,-99.04633903474064,Linea A
Guelatao,19.385164284250767,-99.03565455803475,Linea A
Peñon Viejo,19.37335742960305,-99.01707050538947,Linea A
Acatitla,19.364747208005525,-99.00564481028525,Linea A
Santa Martha,19.360322719857567,-98.99516055118332,Linea A
Los Reyes,19.359096819958754,-98.97685360357094,Linea A
La Paz,19.350677273636222,-98.9609473403533,Linea A
Ciudad Azteca,19.534868314983324,-99.02769412639465,Linea B
Plaza Aragon,19.528502402388586,-99.03018253876901,Linea B
Olimpica,19.52134789691089,-99.03332619198285,Linea B
Ecatepec,19.515423550086297,-99.035914582289,Linea B
Muzquiz,19.501510072009005,-99.04206821807257,Linea B
Rio de los Remedios,19.49109956852961,-99.04660988111746,Linea B
Impulsora,19.485622717070367,-99.04903260600769,Linea B
Nezahualcoyotl,19.472624806031885,-99.05472803369915,Linea B
Villa de Aragon,19.46168721408035,-99.0613130800785,Linea B
Bosque de Aragon,19.458123234771836,-99.06929202518913,Linea B
Deportivo Oceania,19.451030813902353,-99.07932609795249,Linea B
Romero Rubio,19.440958270586613,-99.09419136251924,Linea B
Ricardo Flores Magon,19.436634660974473,-99.10366505284854,Linea B
Tepito,19.442841198163464,-99.12409646411771,Linea B
Lagunilla,19.44339852070348,-99.13180723647707,Linea B
Buenavista,19.446251675250764,-99.15235094765012,Linea B
